store_id,forecast_week,sales_prediction
79,7,39696.34647930294
79,8,39522.73045617952
79,9,22601.13265197316
80,1,32923.91195082085
80,2,33722.94547326419
80,3,32899.08042371867
80,4,32830.60117375762
80,5,33554.978322607654
80,6,33343.929110734396
80,7,33277.25567420622
80,8,32603.024789319097
80,9,19177.115139263948
81,1,38896.59315424877
81,2,39238.22891161383
81,3,39358.95921361391
81,4,39708.41880469653
81,5,39628.5680543527
81,6,39610.444708425355
81,7,39688.92472391866
81,8,39927.520496957266
81,9,22771.817502364924
82,1,42398.11155573778
82,2,42319.899791605494
82,3,42320.64414299917
82,4,42732.27105980118
82,5,42793.54842449469
82,6,43012.37459056091
82,7,43081.480178314974
82,8,43190.36132611406
82,9,24600.20558170341
83,1,34090.4607474094
83,2,34221.422261078944
83,3,33886.198370433915
83,4,33400.11853789723
83,5,33528.52326270046
83,6,33904.82660708713
83,7,33594.36351103548
83,8,33081.47374672515
83,9,18806.55502171979
84,1,42855.013410008905
84,2,42633.31325377462
84,3,41970.207175991716
84,4,42234.05544896984
84,5,42519.125007905306
84,6,43250.410040080424
84,7,42161.71985713752
84,8,42143.019052928394
84,9,24182.859873273814
85,1,29191.612952335818
85,2,30034.788769032442
85,3,28855.02975740186
85,4,28882.46683806136
85,5,29279.439708132435
85,6,30071.46091526825
85,7,29183.197763371376
85,8,28839.71045679939
85,9,16726.752937626803
86,1,37160.74154017638
86,2,37280.75632414892
86,3,36575.21504707768
86,4,36561.15706747298
86,5,36662.91171063725
86,6,36981.44436286293
86,7,36589.79827888834
86,8,36652.038980443285
86,9,20798.8382941199
87,1,44015.2307594397
87,2,43352.88981084271
87,3,43044.94300634562
87,4,43849.42909703145
87,5,43504.23773171046
87,6,43474.11003871882
87,7,42858.80938523198
87,8,43347.72847164424
87,9,24549.26684207352
88,1,42760.59258203518
88,2,43033.21804876763
88,3,42626.83729556474
88,4,42029.50933297742
88,5,41989.5954061411
88,6,42385.93430066017
88,7,42249.84778327892
88,8,41826.55660532861
88,9,23681.137349097364
89,1,48704.402405885245
89,2,49037.261026636996
89,3,49018.20833013526
89,4,49009.52617451272
89,5,49282.01321113282
89,6,49083.68953518162
89,7,48415.44711068708
89,8,47955.543002852835
89,9,27506.755372677704
90,1,40856.15761065804
90,2,40896.519647439985
90,3,40974.471684382734
90,4,40946.12824386286
90,5,40641.156024519754
90,6,40610.97131239554
90,7,41099.678973181675
90,8,41032.105225534935
90,9,23318.268315586596
91,1,41126.50755189231
91,2,41413.94973018492
91,3,40960.539281519625
91,4,40758.146092190414
91,5,41435.306440459935
91,6,41939.755851535214
91,7,41407.74598041564
91,8,40676.58703960127
91,9,23074.960940771412
92,1,32741.42534144917
92,2,33742.42839076814
92,3,34508.952917389164
92,4,33889.54149903591
92,5,34359.98710459643
92,6,33470.91515046253
92,7,34390.946549413056
92,8,34115.92665558297
92,9,19968.720929921237
93,1,33372.64281422204
93,2,33044.87863604944
93,3,32235.92150510455
93,4,32690.832001621264
93,5,32780.12935750879
93,6,33176.11219400822
93,7,32628.119539045627
93,8,32702.594201129934
93,9,18881.873252557747
94,1,40140.36969740825
94,2,40231.571826597145
94,3,39297.2905670384
94,4,39854.05467081439
94,5,40276.61350844213
94,6,41124.0738554232
94,7,39581.77040137198
94,8,39742.50321853324
94,9,22863.177365122858
95,1,30503.04472659902
95,2,30772.180626544945
95,3,30941.356191304647
95,4,31050.073997495707
95,5,31015.836775451895
95,6,31346.10055665607
95,7,31653.67933445147
95,8,31557.10613406185
95,9,17926.04182552285
96,1,50484.56248270063
96,2,50484.93995825065
96,3,50595.4545596137
96,4,50384.165054723606
96,5,50581.33876154853
96,6,50309.849825023426
96,7,49931.54942847723
96,8,49909.28918950418
96,9,28555.728905789438
97,1,36848.34398781224
97,2,36579.115861523074
97,3,35583.60775535063
97,4,34852.85720581661
97,5,34899.037051054045
97,6,34569.760999518985
97,7,35883.86520383705
97,8,35537.92320855917
97,9,20309.751038185568
98,1,41852.77135289126
98,2,41940.769218655994
98,3,41643.650846120516
98,4,41915.24977077919
98,5,41975.62184334628
98,6,42041.878393720224
98,7,41879.80250232986
98,8,42313.11850519361
98,9,24113.127204694225
99,1,56720.941073482216
99,2,57055.74857745406
99,3,57471.646231358405
99,4,57213.625564534515
99,5,57473.27478825773
99,6,56212.28604324597
99,7,57071.18534150546
99,8,56783.26389640033
99,9,33012.573261784695
100,1,40523.69269667429
100,2,40488.841712830195
100,3,40603.199877862346
100,4,40906.57806806193
100,5,41070.70274684647
100,6,41138.65355969948
100,7,41252.07642211405
100,8,41400.40857541637
100,9,23478.771505781024
101,1,45612.103414873956
101,2,45855.75448717804
101,3,46002.94767365225
101,4,45844.99647228647
101,5,46052.68492547711
101,6,45766.23948064789
101,7,46653.40601374457
101,8,46509.790913137535
101,9,26638.31708661183
102,1,46866.02730927098
102,2,46541.806896236325
102,3,46081.935615193936
102,4,46833.867893994095
102,5,46805.567330646634
102,6,46706.08618637098
102,7,46163.08831203213
102,8,46471.32421769791
102,9,26493.032207786036
103,1,38435.138635614436
103,2,38468.17953700713
103,3,37479.41159301632
103,4,37604.859928319085
103,5,36648.284496996464
103,6,36814.33314214419
103,7,35922.312635734816
103,8,35343.12724729752
103,9,19753.584186281238
104,1,37551.416353692766
104,2,37707.30051937877
104,3,38307.091462902645
104,4,39008.78014442235
104,5,38851.60533661045
104,6,38804.53417948951
104,7,38184.90563221523
104,8,38672.13067458748
104,9,21613.533688080064
105,1,43505.911526769174
105,2,43288.81307019274
105,3,43380.015863039574
105,4,42704.18632725675
105,5,42489.54489764376
105,6,42455.92861210828
105,7,43045.32157806327
105,8,43016.927917391185
105,9,24325.083511729896
106,1,41346.87704060717
106,2,41368.97340973685
106,3,41395.65921283341
106,4,41315.44064883424
106,5,41364.82043042499
106,6,41596.74315265835
106,7,41707.921447714405
106,8,41660.61739797732
106,9,23753.490488892294
107,1,42223.851036277556
107,2,41908.56094211195
107,3,41109.173195228504
107,4,41286.74067400457
107,5,41396.11482133565
107,6,41453.24813185558
107,7,41444.08877889839
107,8,41472.02983787936
107,9,23916.090517279234
108,1,31227.461478204958
108,2,32471.268027923532
108,3,32454.95091973455
108,4,32125.870076188752
108,5,31533.140850494587
108,6,31234.07205427849
108,7,31576.748623313302
108,8,30205.898176797393
108,9,16771.352135119287
109,1,40667.668102283395
109,2,40366.311064355665
109,3,40397.00830883028
109,4,40220.58288118345
109,5,39839.80479272664
109,6,39611.64650039008
109,7,40296.021452540954
109,8,40569.10191467292
109,9,23214.20994925802
110,1,50335.3634144236
110,2,49569.0029875789
110,3,49368.24603195293
110,4,49740.396653795804
110,5,49683.74824162912
110,6,49471.87678088737
110,7,49210.25457550484
110,8,49473.97577814219
110,9,28445.0827498934
111,1,57140.762385294525
111,2,56510.56581364662
111,3,56392.36461296455
111,4,56341.87722350748
111,5,56195.51057746699
111,6,56222.18714181836
111,7,56360.254245077194
111,8,56538.93690689811
111,9,32185.28507280621
112,1,25571.69211359981
112,2,26247.176865850342
112,3,26174.191419799332
112,4,26035.39032529
112,5,26699.85902892297
112,6,27527.08105049896
112,7,27432.1162323901
112,8,26829.603808301097
112,9,15778.446784145606
113,1,41295.26870834833
113,2,40839.33972678589
113,3,40583.75259673463
113,4,41161.21564100222
113,5,41139.92827446987
113,6,40956.99417070629
113,7,40403.95314940957
113,8,40701.6641387534
113,9,23385.975053258833
114,1,42125.66858797082
114,2,42374.41366507673
114,3,41728.1087227407
114,4,41469.835996434034
114,5,42154.08861220725
114,6,41941.67470046348
114,7,41627.715194247925
114,8,41492.308872330796
114,9,23847.140480205017
115,1,40887.24763981789
115,2,40995.1865185818
115,3,40695.36505956396
115,4,40698.45296591197
115,5,40495.458421092866
115,6,40275.825515624056
115,7,39737.20586959724
115,8,39689.091246277814
115,9,22595.22043194337
116,1,35566.163092194576
116,2,34288.56704634418
116,3,33074.11655658468
116,4,33223.275625516224
116,5,33158.92000039709
116,6,33507.07667674086
116,7,32499.607098264343
116,8,32674.27424215469
116,9,18636.6643263064
117,1,26638.96789463601
117,2,26904.21958794642
117,3,26795.091555239982
117,4,26807.509519045074
117,5,27297.231030963518
117,6,27871.47094804827
117,7,27583.684125200343
117,8,27440.945606004614
117,9,15679.805063793166
118,1,43244.09444756957
118,2,42639.040430613604
118,3,42670.96358231495
118,4,42843.966389773836
118,5,42285.70007554271
118,6,42927.99951784219
118,7,43298.99613310496
118,8,43247.90686156093
118,9,24507.122320131333
119,1,47278.08997334524
119,2,47356.304621791045
119,3,47558.40584116772
119,4,47685.95370412184
119,5,47602.42401235341
119,6,47627.630152583646
119,7,47463.69628091815
119,8,47538.93757942539
119,9,27007.623524425584
120,1,56536.38741704946
120,2,56277.53760587572
120,3,56264.63653421798
120,4,56162.80314833715
120,5,55920.43679468974
120,6,55609.91809535459
120,7,55643.61190800179
120,8,55537.99827606818
120,9,31730.57769126966
121,1,20821.34775866676
121,2,21647.529922621616
121,3,20615.099705498924
121,4,19881.6429063446
121,5,20193.702149374847
121,6,20823.688665099267
121,7,21109.118912310736
121,8,20787.270476465175
121,9,11943.685994186892
122,1,45732.296188679145
122,2,45533.34755515804
122,3,45149.62782776912
122,4,45215.29961288475
122,5,45491.094453271704
122,6,45839.033878860595
122,7,45238.05049616051
122,8,45174.03480320388
122,9,25868.256884622144
123,1,40381.879983757186
123,2,40714.9035954854
123,3,40585.35325225528
123,4,40406.560289458816
123,5,40254.40250841881
123,6,40005.20015154393
123,7,39724.54732680588
123,8,39680.53671737309
123,9,22645.117694525343
124,1,37905.98873822822
124,2,38326.21005025392
124,3,38299.43705202509
124,4,38055.72099199944
124,5,37783.356373005496
124,6,38124.349607771364
124,7,38022.31771929212
124,8,38006.48407353304
124,9,21508.65754046192
125,1,43476.24025705245
125,2,43381.867256849284
125,3,43100.25664843393
125,4,43218.86627689434
125,5,43230.79819715665
125,6,43162.00347292907
125,7,43234.305207438076
125,8,42885.268852056106
125,9,24762.64932222008
126,1,36877.77396373285
126,2,37392.675350023055
126,3,38023.74780866753
126,4,38161.68132757203
126,5,38297.349339874265
126,6,38425.786181704825
126,7,39047.501990451026
126,8,38876.396679494086
126,9,22087.55750168907
127,1,40382.22628114285
127,2,40857.32655080632
127,3,41860.81377229802
127,4,41758.6504108267
127,5,41713.54623661628
127,6,41339.2944091433
127,7,42130.28805882462
127,8,41785.29275803743
127,9,24033.456423755888
128,1,37348.65887172045
128,2,38173.53285578473
128,3,38479.89019124712
128,4,37888.49206245573
128,5,38072.076972785886
128,6,38215.97738234601
128,7,38780.37558892812
128,8,38468.775376743986
128,9,21836.26527160471
129,1,48583.99627036175
129,2,48366.914972559745
129,3,47923.75559459047
129,4,48585.76984772933
129,5,48290.94582806516
129,6,48127.80750877732
129,7,47492.38650755605
